Iout_exp,Iin_fit,e_delta1,e_delta2,e_delta1_delta2,e_delta1plusdelta2,N_RC2,C_RC2,S_RC2
7752.956564,28392.27487,-0.744593423054497+0.289245510770576i,-0.636704009697399-0.70398638214912i,0.350044822133834-0.845625320719422i,0.677710518733362+0.340019853573566i,0.507271577,-0.405808928,-0.760259601
11984.58212,28872.25588,-0.212911479240293+0.769878122092589i,-0.821014237724024-0.475277616845344i,-0.206773533763063-0.891417103878717i,0.540709194960698-0.530888839097907i,0.498329836,-0.403154782,-0.767550387
13595.69744,30054.92073,0.490455465220873+0.630656375649989i,-0.926589058997598-0.201066811178384i,-0.686737722893279-0.604623489227729i,-0.327646601597978-0.682973614081331i,0.489396517,-0.400497544,-0.774656547
12912.85757,30622.08858,0.799040066923123-0.0170224027332543i,-0.943180565872857+0.0924082488891776i,-0.910273353489825-0.0916678132038622i,-0.75206605204717+0.0898930928191235i,0.480474991,-0.397838798,-0.781580498
12681.33031,30284.16579,0.463392245829796-0.651712784129055i,-0.869054229966356+0.376977704932714i,-0.793090122388039+0.455902266015646i,-0.157031801735712+0.741062297087039i,0.472065057,-0.395341799,-0.787946346
14697.56301,30401.73293,-0.24684511736961-0.761205500973749i,-0.71119547103751+0.625238909536725i,-0.378368663877622+0.832780312415567i,0.651490426883172+0.387028732812729i,0.464221674,-0.393016466,-0.793748256
15556.45073,29594.31456,-0.758899575168356-0.255940238131409i,-0.484678121538602+0.813198635729214i,0.17873327141708+0.896989282484942i,0.575952273005714-0.493087465338713i,0.456395753,-0.39068155,-0.799419066
12147.54036,29444.90653,-0.658473165025468+0.457208208874476i,-0.211249133840369+0.922603093493815i,0.668869822227015+0.623694287534746i,-0.282719822109602-0.704094217144601i,0.448589146,-0.38833827,-0.804960351
5425.06348,29216.98647,-0.0252200656104197+0.802037652161302i,0.0827399644059803+0.942728365449247i,0.907163773340614+0.115207246296434i,-0.758190352181699+0.0425848955626484i,0.440803641,-0.385987824,-0.81037371
1153.700918,29215.02044,0.629830321810982+0.498521838492473i,0.368859969332791+0.871453890329897i,0.803169129179047-0.43699226707999i,-0.202119602380618+0.732752834247971i,0.432883326,-0.383586926,-0.815765344
2351.459585,28756.53921,0.776328711470654-0.209332914376838i,0.619348115270246+0.715509372614028i,0.395561248954285-0.824245476763967i,0.630597386512765+0.425820523303302i,0.424662691,-0.381092135,-0.821237106
5477.455114,28344.9549,0.294212984847098-0.749117347469334i,0.809804894148054+0.489864641307856i,-0.161897389194091-0.899679560500102i,0.605221215766645-0.462514355981637i,0.416471863,-0.378598515,-0.826567815
6120.080442,28042.09078,-0.427332737500532-0.682817152430855i,0.921581138880811+0.216314980998559i,-0.658165301574619-0.634201744333462i,-0.246118211553224-0.721709881977069i,0.40830375,-0.376097925,-0.831768236
5029.296832,27838.01921,-0.803656749669453-0.0627152451995566i,0.943620573772972-0.0786067147163297i,-0.904835395992017-0.128049083549548i,-0.763276882627378+0.00399342119160122i,0.400164701,-0.373596419,-0.836835664
5718.339195,27769.06269,-0.528582647752309+0.609197307040358i,0.873573896312999-0.366192707454215i,-0.807867380531942+0.426815483561808i,-0.238672391881501+0.725741976028367i,0.392159916,-0.371135962,-0.841705826
9201.744611,27558.07042,0.175814531684336+0.787440751361026i,0.718069871168706-0.618351541693214i,-0.403730929759152+0.819440989182122i,0.613162320712311+0.456722292163721i,0.384652845,-0.368846935,-0.846164362
12212.00589,27428.08668,0.737950327084173+0.326401993323986i,0.492110337337535-0.810356281828256i,0.154052950224182+0.900205864863443i,0.627654890091092-0.437376888187565i,0.37717914,-0.366557607,-0.850512444
11019.60623,27692.61866,0.70068115478201-0.399912852754942i,0.217641621690619-0.923280239521776i,0.653106395360249+0.638068388625235i,-0.216734251664607-0.733962746224036i,0.369739973,-0.364268936,-0.854751715
6615.148338,27870.88542,0.0938635222285728-0.800907262684761i,-0.078563747792012-0.945878733452276i,0.903098620779788+0.132739330489784i,-0.764935417328226-0.0258612333325757i,0.362336462,-0.361981861,-0.858883822
3856.348822,27468.69172,-0.588728172738104-0.550102211674284i,-0.367512009809857-0.875727689124616i,0.808502519150625-0.423089644506596i,-0.265375064617195+0.71773473164776i,0.354968043,-0.359696184,-0.862911551
5773.119384,27442.91767,-0.791074531186497+0.148030773535297i,-0.620826942134369-0.71950141255068i,0.405308456973946-0.817204002528185i,0.597628732856508+0.477277750145848i,0.34757901,-0.35737461,-0.866874974
10050.5884,27706.39272,-0.348636924220181+0.724013304855827i,-0.813544167813764-0.492355828889271i,-0.152504126459852-0.89899536576646i,0.640103707223008-0.417363379779194i,0.340229119,-0.355058434,-0.870733975
12378.34909,27790.83387,0.376685168330878+0.708100918889123i,-0.926584635907382-0.216471693405399i,-0.651712184598464-0.637185660964751i,-0.19574688453573-0.737657108383843i,0.332919313,-0.352748503,-0.874490265
11421.22951,27608.26588,0.792003287497374+0.114504128665754i,-0.948660300131588+0.0811039665336116i,-0.901407141671163-0.131944712472725i,-0.760628815441731-0.0443909129426626i,0.32565049,-0.350445637,-0.878145554
10852.42943,27211.72161,0.558648406059518-0.570009528572102i,-0.877419294280547+0.371109045549663i,-0.806130474055846+0.423353106255143i,-0.278633198093089+0.70745683506351i,0.318423496,-0.348150635,-0.881701544
13219.31864,26970.42419,-0.130295565854259-0.784982218714416i,-0.719711958442172+0.624950310468356i,-0.402506381514962+0.816153825374149i,0.584350158175014+0.483532835639964i,0.311170571,-0.345917586,-0.885163205
15348.05887,26668.57093,-0.708611986442847-0.356095275696875i,-0.490945726291428+0.817534942254643i,0.154743541783058+0.896172845155805i,0.63901035699699-0.404491605661553i,0.303953557,-0.343700436,-0.888528134
12448.72069,25754.16093,-0.702354432026314+0.361963213842323i,-0.213587586098027+0.929767530778547i,0.652092770538195+0.633010512388423i,-0.186527455845093-0.730337195097341i,0.296782811,-0.341492478,-0.891797539
5949.225163,24668.3095,-0.119544529042876+0.777870362318763i,0.0850415109665794+0.950461745067162i,0.899082456274978+0.12779588812834i,-0.749502269383111-0.0474712307396156i,0.289658989,-0.339294446,-0.894973155
1730.369054,24463.13933,0.557202558776094+0.551068179792286i,0.375464005786176+0.877472752722034i,0.801350859525275-0.425634257408072i,-0.274337807907478+0.695836329319128i,0.282582702,-0.337107051,-0.898056709
2417.561475,24753.56472,0.769658776250469-0.127819699036019i,0.628967813249709+0.717933326011316i,0.396777347889343-0.815126146165505i,0.575856619105399+0.472169208534378i,0.275528068,-0.334952269,-0.901050088
5474.73195,24219.87643,0.345292470928708-0.695627350908794i,0.820461879103893+0.487565860798832i,-0.159136187463314-0.891604439088728i,0.622463457679651-0.402382902666981i,0.268513179,-0.332817014,-0.903954373
6567.486509,23402.91305,-0.360912186017773-0.683519578611292i,0.930978990929491+0.209135296404136i,-0.653021485991717-0.626216679296841i,-0.19305359308208-0.711821844574783i,0.261548493,-0.330693971,-0.906771131
5719.981054,22701.20685,-0.762030983770878-0.105316522438674i,0.94957365139132-0.0898052515910339i,-0.895574313247809-0.121293557269219i,-0.733062520526931-0.0315714105462211i,0.254634449,-0.328583774,-0.909502062
6086.365603,22183.56527,-0.527108152648228+0.555278770031628i,0.874422617634085-0.379652350517246i,-0.79418654141265+0.429060119464272i,-0.250102400380097+0.685666164737395i,0.247771448,-0.326487038,-0.912148849
9033.02391,22184.19602,0.144278792844674+0.748263900387037i,0.713015357856204-0.631700127585989i,-0.388393149019929+0.813580442615119i,0.575551396453688+0.442382720857409i,0.240715503,-0.324412222,-0.914774703
11801.13278,22012.93596,0.689738954011293+0.315798265640973i,0.481413158967466-0.821002544121307i,0.165456705763199+0.884987684367721i,0.591320588233827-0.414247995364173i,0.23354117,-0.322360589,-0.917356077
10381.04367,21869.80578,0.654479545867278-0.377043861496321i,0.202649636306921-0.928862257657014i,0.654386662112594+0.616486465181229i,-0.217591770484869-0.684329149968604i,0.226427547,-0.320327757,-0.919848191
5818.317685,21248.05589,0.0714152880666489-0.748858899235303i,-0.0955676781917797-0.944695371759454i,0.890692400131981+0.111929602673363i,-0.714268529476397+0.00410101418373854i,0.219374886,-0.318314257,-0.922253053
2883.488428,20138.12609,-0.567463402772819-0.489552860506902i,-0.383624102670456-0.867084082247757i,0.784072709688949-0.434241389037211i,-0.206790854077346+0.679842760624174i,0.212383394,-0.316320596,-0.924572644
4192.661507,19609.13292,-0.72496191514632+0.179841613226029i,-0.632954822359296-0.703911168323939i,0.376267572965463-0.811868431929927i,0.58546066029789+0.396477172328716i,0.205646739,-0.314372716,-0.926757365
7108.984874,19228.9705,-0.270546230010842+0.693857639081856i,-0.818894781914947-0.471563066718767i,-0.175116233205507-0.87596820463199i,0.548746532174323-0.440616790122843i,0.199221057,-0.312474984,-0.928800492
8223.179597,18538.91501,0.4101269407531+0.619401928090663i,-0.923135062841111-0.193282388285505i,-0.657380948973945-0.602520946774815i,-0.258883075254936-0.651061952420866i,0.192848474,-0.310592565,-0.930774798
7441.744388,18026.86449,0.74105401103791+0.0211935584522602i,-0.935539445191061+0.103163464887207i,-0.884741377765499-0.0976652006506157i,-0.695471659266241+0.0566222895311818i,0.186529065,-0.308725926,-0.932681731
7511.27531,17478.66353,0.442878736575675-0.593067959846708i,-0.855139881588111+0.388262223110833i,-0.76998215230821+0.443285316982103i,-0.148457385807326+0.679109147788405i,0.18026288,-0.306875514,-0.934522719
9190.621671,17175.37731,-0.23051254401915-0.702488431904277i,-0.69021284650615+0.633705228813451i,-0.358125742234619+0.811264292657465i,0.604273311641534+0.338789535770266i,0.173944198,-0.305035798,-0.936320766
10387.33437,16990.63697,-0.706936693391959-0.214662905105006i,-0.457431382550246+0.815208391810276i,0.190947338169062+0.864264019484003i,0.498370030685757-0.478107175467298i,0.167414249,-0.303200882,-0.938105375
8521.613491,16843.67231,-0.581422200672342+0.455422868517709i,-0.180180628471963+0.91492345929746i,0.664320928794772+0.582324481332746i,-0.3119160487827-0.614015189821506i,0.160945192,-0.301387981,-0.939820158
4438.892084,16520.4375,0.0392807471423776+0.737485374592066i,0.113791774339199+0.923199762753596i,0.878510822230352+0.0753614795205741i,-0.676376496942942+0.120183745766667i,0.154536934,-0.299597443,-0.941466785
1694.318273,16242.66845,0.626699221222121+0.39103394305426i,0.395153147385422+0.839522822636921i,0.750700130362939-0.459345923603733i,-0.080639749889843+0.680646592477178i,0.148189359,-0.297829598,-0.943046894
2438.432629,16328.29474,0.680049221278131-0.289138518500991i,0.635912274252659+0.672539408016544i,0.331070477688704-0.813702570143704i,0.626908694974164+0.273493167826497i,0.141925979,-0.296093447,-0.944555815
4897.371003,16787.88697,0.153265442972034-0.723232372245878i,0.812202730003985+0.439170320119799i,-0.216493741081948-0.84978428542189i,0.44210480363738-0.520101673512029i,0.13587591,-0.294435187,-0.945962821
5904.537893,17059.15758,-0.50477983152713-0.540569069464865i,0.906646748606923+0.162903013096431i,-0.678063437246478-0.553772107946503i,-0.369596662813862-0.572335344733868i,0.129883286,-0.292796745,-0.947312197
5400.149664,17016.43344,-0.732548671532915+0.103541862022615i,0.910066616451128-0.128562883846096i,-0.87310475677558-0.0416677729195338i,-0.653356450507307+0.188408561801869i,0.123947901,-0.291178441,-0.94860531
5941.504253,16815.47154,-0.335295442531773+0.659560566308357i,0.822376613981706-0.406080958715785i,-0.725231032549396+0.485721092293928i,-0.00790414361515371+0.678564279992859i,0.118069533,-0.289580579,-0.949843499
8526.840705,16481.38332,0.348004036272172+0.65276000460764i,0.652570513076373-0.641958887352811i,-0.292504045488706+0.821234364690944i,0.646142258769116+0.202567647202973i,0.112247944,-0.28800345,-0.951028081
10150.56572,16170.33448,0.733892297503381+0.0890999411971084i,0.417809311442441-0.812707543185545i,0.254871047816466+0.832723648282149i,0.379039229801077-0.559213020985642i,0.106298919,-0.286507531,-0.952162788
8130.618833,16156.59612,0.493201725437609-0.549656508110549i,0.141702370086909-0.901367581009826i,0.701080602881563+0.515386562928292i,-0.425554703676452-0.52244367614053i,0.100408428,-0.285034967,-0.953243523
4096.754841,16011.02208,-0.16747828146411-0.718049944788522i,-0.148046193695149-0.899185542807206i,0.869621434851475-0.00575591561895275i,-0.620865607269985+0.256898610635676i,0.094579193,-0.283585014,-0.954271615
2201.454423,15475.51906,-0.682996726258251-0.273565282717577i,-0.422392634330198-0.80647623522956i,0.693258452097324-0.524626799424236i,0.0678688871475417+0.666372588895232i,0.088810839,-0.282157901,-0.955248425
3711.729546,15079.85782,-0.613753524352041+0.402113847206386i,-0.65383867988703-0.632588241750124i,0.241239032084563-0.835271145262911i,0.655668285726017+0.125335675816081i,0.083102975,-0.280753845,-0.956175284
6151.603571,14806.05252,-0.0215492198463783+0.73101938403714i,-0.819163231711637-0.394977115626034i,-0.307400274201818-0.8135822746034i,0.306388256343933-0.5903127523728i,0.077735734,-0.279357423,-0.957035311
6854.625794,14526.64462,0.584988899598688+0.434210842888835i,-0.90173284236641-0.117477611079714i,-0.734342787102158-0.467143559873996i,-0.476493650660435-0.460265275977469i,0.072467245,-0.277969822,-0.957852429
6327.777249,14714.27651,0.687686187391961-0.230708764623941i,-0.89316440347036+0.172055996362769i,-0.868695756071661+0.0669425879412066i,-0.574521996969752+0.324381388287363i,0.067244175,-0.276596776,-0.958630505
7020.170351,15210.70724,0.202531068774501-0.692876057629714i,-0.79417635230957+0.444511170775045i,-0.655499300344989+0.575884681700868i,0.14714576215029+0.640293102550277i,0.062072431,-0.275243716,-0.959368495
9318.863639,15518.76284,-0.450938689688398-0.558904223654171i,-0.61454317780923+0.672410466554717i,-0.178508222496417+0.855717656694453i,0.652934345144942+0.0402548829744861i,0.056951684,-0.273910859,-0.960067366
10273.95508,15260.90009,-0.712380334404905+0.0513205553027609i,-0.372154650939937+0.832654050192888i,0.372326718099564+0.793013727617702i,0.222383386455942-0.612265554064751i,0.051758546,-0.272659415,-0.960717386
7441.478327,14959.75462,-0.361806760482333+0.61115409078108i,-0.0912678914809342+0.908842017627985i,0.776212484300558+0.411026344297328i,-0.522421176794303-0.384603931423745i,0.04656404,-0.271456954,-0.961323521
3350.304232,14956.30236,0.294606876411977+0.641815664402646i,0.199880998161144+0.892946413346525i,0.869901791242638-0.138607755878289i,-0.514220679035597+0.391354909275557i,0.041425023,-0.270275775,-0.961891352
1800.67232,14567.70817,0.691500370706835+0.122402230211685i,0.471875825284667+0.786164300036492i,0.613730172858558-0.635820522422315i,0.230074044474666+0.601391558309536i,0.036341034,-0.269116058,-0.962421881
3813.91307,14341.38374,0.491398741036459-0.496333579363936i,0.697058077462012+0.598861228701235i,0.108511293731873-0.880106067499651i,0.639768398877696-0.0516936767719308i,0.031311607,-0.267977974,-0.962916086
5964.924522,14268.92468,-0.128069380921041-0.682933348623656i,0.85231569981033+0.349601878154732i,-0.443987617219211-0.771378009913203i,0.129599237309338-0.626848111060093i,0.026338289,-0.266871816,-0.963372061
6076.159108,14071.48753,-0.631500717896385-0.281715885724701i,0.921446105576955+0.0633534065766757i,-0.821573947925417-0.351017743504595i,-0.56404621612725-0.29959372751454i,0.02142055,-0.265795985,-0.963791292
5702.350833,13858.43214,-0.588311321935244+0.357513039433114i,0.896854411250232-0.230971103917395i,-0.871019352344763+0.213806229566199i,-0.445054422883349+0.456520061969552i,0.016556228,-0.264741774,-0.964177206
6853.32198,13703.8021,-0.0407058542317266+0.684435617974649i,0.780409224512834-0.503394620757634i,-0.570275326650082+0.696684028059137i,0.312773984209251+0.554630977906154i,0.01174483,-0.263709327,-0.964530689
9093.367926,13569.38493,0.537406215949806+0.421747618352994i,0.583357914823144-0.725903291442931i,-0.0381585132540011+0.902866040508559i,0.61964815387013-0.144075129775825i,0.006985864,-0.262698781,-0.964852605
9109.988579,13495.00591,0.650708750676877-0.200353762578139i,0.325294054727825-0.8753188397533i,0.512774195848703+0.747926702620354i,0.0362982649544538-0.634751516468821i,0.002291117,-0.261729178,-0.965138637
6042.451221,13420.55961,0.206360960708949-0.646596757072802i,0.0322633066357708-0.935725376802826i,0.86143946936503+0.292291274326142i,-0.598379107198428-0.21395853715991i,-0.002332582,-0.260810533,-0.965387189
2632.480446,13220.33289,-0.411214573825147-0.537378868381401i,-0.265818402773923-0.90019743918284i,0.867240055387959-0.282570963567302i,-0.37443867997635+0.513019498789663i,-0.006905076,-0.259912607,-0.965607455
2275.563333,12854.54974,-0.673913263971258+0.029178990415141i,-0.538187621544971-0.77163963411983i,0.526864715541001-0.746884724409679i,0.385207442152225+0.504314412988674i,-0.01142688,-0.259035536,-0.965800195
4338.575239,12540.71631,-0.361596837906257+0.566702232887003i,-0.756399426534293-0.562632490010118i,-0.0242040931931123-0.914933098430426i,0.592356729212414-0.22520711468045i,-0.015898507,-0.258179447,-0.965966154
5865.539455,12433.31105,0.254733185016206+0.61924766835223i,-0.897316316500747-0.294276552671006i,-0.566164919613307-0.719693224995543i,-0.0463461741769931-0.630623040304974i,-0.020356058,-0.257358721,-0.966101506
5653.569099,12408.73657,0.649845937357685+0.147863400002155i,-0.945607870777838+0.00587159236149994i,-0.883307679628641-0.239538966930632i,-0.615367626768427-0.136005164400068i,-0.024875297,-0.256605619,-0.966196034
5561.10628,12524.25756,0.493036010554102-0.442754235217344i,-0.895489291282024+0.306581723120726i,-0.850531576606196+0.333716715089383i,-0.305768111315676+0.547637505983139i,-0.02934146,-0.255875228,-0.966264429
7407.941949,12739.19545,-0.0755649738111826-0.653684385816298i,-0.751496365182643+0.576180698901578i,-0.482976238117278+0.772315550506877i,0.433427129434909+0.44770236049459i,-0.033755154,-0.255167619,-0.966307444
9475.066487,12718.22318,-0.571726495149362-0.314325347182817i,-0.528187454771946+0.785905278685385i,0.0711164624660396+0.904004348440841i,0.549008711874219-0.283300165403378i,-0.038116982,-0.254482857,-0.96632581
8444.397958,12399.70433,-0.581581209098474+0.280528629931186i,-0.24877157742915+0.91302603832606i,0.591016528392439+0.680361300898878i,-0.111449068832529-0.600786337090079i,-0.042425101,-0.253823295,-0.966319743
4659.6194,12150.32789,-0.107823694469544+0.628531189353277i,0.0572248471020245+0.943402144027545i,0.872593391052444+0.194587491016958i,-0.599127866054059-0.0657535033299436i,-0.046657656,-0.253209515,-0.966285674
2085.462542,11952.24097,0.442492785446192+0.446131873866844i,0.357032958134932+0.873173931557012i,0.809534877047576-0.357848355563887i,-0.231566214155989+0.545656947798624i,-0.050840138,-0.252617718,-0.966229563
2826.224,11789.13172,0.609492644489164-0.0995480735818338i,0.618149574313804+0.709381041768999i,0.433973273144077-0.759012743097303i,0.447375134881949+0.370826927789895i,-0.054973145,-0.252047968,-0.966152046
5020.437182,11620.94096,0.266954157986823-0.543276491473198i,0.81190971283952+0.469401718639495i,-0.0992465700228511-0.855837260796175i,0.471757592546351-0.315782719627492i,-0.059057274,-0.251500321,-0.966053739
6093.937326,11387.82249,-0.282062311539089-0.520090424512458i,0.916731588628105+0.179233853868495i,-0.577237634930662-0.619519487954532i,-0.165357619803875-0.527338436221778i,-0.063093115,-0.250974829,-0.965935243
5445.538965,11105.19098,-0.572684159665894-0.0677910235255527i,0.920661044539838-0.129232103572838i,-0.815472144545145-0.153561026900694i,-0.536008773202984+0.0115966241070062i,-0.066988641,-0.250497582,-0.965796813
5720.463923,10946.9079,-0.373526052557406+0.418081598256265i,0.822904019776961-0.421678253782265i,-0.730417646620063+0.351578444864218i,-0.13108017184971+0.501548841384447i,-0.070832498,-0.250041918,-0.965640615
7440.360515,10871.64894,0.126598639886814+0.528946422462966i,0.634136132053558-0.665195987905687i,-0.36934720377656+0.697416563555996i,0.432133809860497+0.251211131077207i,-0.074631155,-0.249606204,-0.96546721
8537.685835,10814.97982,0.492123244499691+0.18847867115492i,0.375508985131079-0.832068190356906i,0.113511699133559+0.756973684688161i,0.341623806930241-0.338704662959189i,-0.078385166,-0.249190524,-0.965277084
6594.524373,10662.1081,0.418072191443974-0.293326810071742i,0.0764204009674591-0.903057010787402i,0.523090701470761+0.522570606446486i,-0.232941587783699-0.399959175938921i,-0.08209508,-0.248794957,-0.965070706
3273.04929,10317.89002,-0.0135454340540909-0.49594901074933i,-0.228735798675939-0.869794700593769i,0.703506931909412+0.103544241207231i,-0.428275495637714+0.12522303983378i,-0.085777675,-0.248466191,-0.964835085
1582.482431,10097.22389,-0.413714647023891-0.252368690882005i,-0.504493375182601-0.735962795563186i,0.598871664136018-0.323350183593188i,0.0229823313854198+0.431796920842617i,-0.089420028,-0.24816939,-0.964580744
2706.943631,10120.27137,-0.428720493964822+0.210866391337084i,-0.718466395176803-0.517076131562571i,0.270784676999364-0.588756124380963i,0.417055245746463+0.0701807184930288i,-0.093018258,-0.247892269,-0.964311685
4228.008675,9968.894735,-0.0484851579225271+0.474899006538805i,-0.845238695764185-0.238849704556589i,-0.132897552110888-0.599095588440621i,0.154411019052368-0.389822351261391i,-0.09657294,-0.247634901,-0.964028331
4481.640879,9690.9488,0.383936755183441+0.296411539403523i,-0.869508204453219+0.0656999781662189i,-0.443168336610174-0.370711354498472i,-0.353310390290176-0.232507628973211i,-0.100084642,-0.247397354,-0.96373109
4185.442746,9570.019418,0.470656573283229-0.174623013212731i,-0.788076315148994+0.360103123348168i,-0.540630158752789-0.0171741210242987i,-0.308031005507327+0.30710116285654i,-0.103600288,-0.247245799,-0.963398409
5258.869145,9415.074103,0.110755410781808-0.517017073125527i,-0.610401124543798+0.608785722390251i,-0.402498985740142+0.303032502775938i,0.247147385060291+0.383014115605596i,-0.107096827,-0.247150781,-0.963040374
7011.424074,9128.833785,-0.397428685930144-0.401467843118615i,-0.357605237613571+0.781389196189023i,-0.107437903007691+0.45522081621767i,0.455825214896694-0.166979478008775i,-0.110548404,-0.247075483,-0.962669598
7013.927008,8952.663887,-0.598991899478691+0.112011505289651i,-0.0600237301945672+0.856514376908746i,0.202112694426257+0.384607464354236i,-0.0599857364967357-0.519768521927571i,-0.113955657,-0.247019957,-0.962286469
4542.628016,8847.348163,-0.273820299672078+0.600976955213158i,0.246429476812734+0.824399389466246i,0.383061661358345+0.13718336831938i,-0.562922428149907-0.0776388512234377i,-0.117319216,-0.246984248,-0.961891357
2246.207888,8815.978922,0.352497003435246+0.623155741942883i,0.52463487544871+0.688164915175525i,0.353599004494265-0.162078632309793i,-0.243901696801971+0.569505305527996i,-0.120628555,-0.246985503,-0.961481624
2189.05991,8700.18983,0.767361084629868+0.0986712061509766i,0.740827958282395+0.463438531984519i,0.128858135350304-0.363745410870345i,0.522754506663959+0.428723082757004i,-0.123883673,-0.247023463,-0.961057878
3938.429666,8751.538731,0.585956204634349-0.589701853089337i,0.868755918481089+0.176379603130397i,-0.18345195076944-0.358831348666697i,0.613064299559964-0.408956252185428i,-0.12709654,-0.247080345,-0.960623637
5147.143153,8809.781436,-0.11096041677443-0.879738441917469i,0.892880265684541-0.139661223397973i,-0.425432799505785-0.128712565431191i,-0.22193971347844-0.770004226196709i,-0.130267771,-0.2471562,-0.960179213
5000.213341,8725.247467,-0.80288639758562-0.484969965859974i,0.810193176630956-0.448429093019188i,-0.453643541460033+0.238856568919367i,-0.867967722865813-0.0328817381439351i,-0.133397971,-0.247251078,-0.959724901
4994.122468,8510.479586,-0.922074568953967+0.342940462844111i,0.630396106088605-0.715450687186072i,-0.203265210740518+0.574235629346232i,-0.335915227986181+0.875887216392068i,-0.136449436,-0.247372077,-0.959264618
6477.804216,8438.801233,-0.316406783785974+0.973241582466625i,0.374409247650925-0.912517586791874i,0.270072047398401+0.684712072828865i,0.769634434328993+0.653117403458879i,-0.139389057,-0.247523912,-0.958802693
7515.609593,8356.306325,0.588764164501445+0.877789921712586i,0.0714121086916783-1.02139790100374i,0.786294573656261+0.432242697391301i,0.938617674068611-0.538677652510196i,-0.142290864,-0.247692395,-0.958332817
6189.635889,8232.695966,1.08349362973784+0.0713612551584547i,-0.245166903218739-1.03631692537809i,1.08230841939409-0.190046830808913i,-0.191683901323126-1.14033820497366i,-0.145155404,-0.247877627,-0.957855203
3157.032812,8170.380583,0.723929179718762-0.845375283345351i,-0.542107463378815-0.964908253956561i,0.899325783227751-1.00567486417082i,-1.20815699987404-0.240240990333141i,-0.147983215,-0.248079702,-0.957370059
1474.015117,8085.823929,-0.272469281403606-1.11080170921912i,-0.79055201677486-0.82748362969681i,0.108225345358973-1.65472344707735i,-0.703769090295238+1.10361040141687i,-0.150790886,-0.248317287,-0.956870228
2131.645038,8098.156991,-1.11354788244111-0.411623418302438i,-0.969056486001879-0.654479634315989i,-1.15229547376793-1.68005770138182i,0.809691653666736+1.12768075418964i,-0.153629578,-0.248647303,-0.956332825
3561.009257,8056.021692,-0.996210610605863+0.768931118059424i,-1.06501757165209-0.481684027568432i,-2.38652374980895-0.729888997082715i,1.43136364323106-0.339066412900333i,-0.156442515,-0.24898783,-0.955788052
3919.820301,7990.778295,0.193251175111839+1.36784635595483i,-1.07515735729157-0.342668978668988i,-2.81512249533263+1.14082928262153i,0.260943091044403-1.53687125605145i,-0.159217213,-0.249346164,-0.95523629
3722.940215,7958.323589,1.50499060799119+0.513386679363323i,-1.00770196988556-0.259538510644185i,-1.73510295671493+3.21823531141295i,-1.38333838618546-0.907943789038946i,-0.161954268,-0.249722356,-0.954677726
4443.974302,7955.195098,1.30081359621221-1.40990049819256i,-0.887475259304625-0.237601621407129i,0.875909532191122+4.24122454118601i,-1.48943452799868+0.942176390618701i,-0.164655225,-0.250120297,-0.954111364
6262.608223,7759.328907,-1.0519509731148-2.10089670804612i,-0.757053737764307-0.268892573028478i,3.94704009254611+3.11631872331415i,0.231467894647775+1.8733535093437i,-0.167338325,-0.250615374,-0.953514457
6365.046345,7583.647566,-2.70422064254979+0.362180658414554i,-0.666292916308735-0.337556359089077i,5.71847160984072-0.126438956892965i,1.92405944265368+0.671508467146981i,-0.169983253,-0.251127798,-0.952911603
4289.523286,7249.879056,-0.70405641455079+2.76976443529303i,-0.656490035493891-0.417867907303172i,4.91259859366477-4.08531655489761i,1.6196016888768-1.52412017186353i,-0.172590632,-0.251657613,-0.952302956
2180.269114,7104.712356,2.01449249064172+1.92362525776247i,-0.748631764587595-0.469378456426892i,1.64031432839018-6.8542344604673i,-0.605204813785238-2.38564634686496i,-0.175161077,-0.252204858,-0.951688661
2151.859333,7104,0,0,0,0,-0.177695191,-0.252769571,-0.951068853
